Freq.	(V(v)/(-V(I)))*1000
4.36515832240161e+04	(6.00210929469989e+01dB,1.91537478807071e+00°)
4.46683592150958e+04	(6.00216798523743e+01dB,1.95976230063353e+00°)
4.57088189614870e+04	(6.00222942259535e+01dB,2.00516754295911e+00°)
4.67735141287193e+04	(6.00229373438203e+01dB,2.05161307170866e+00°)
4.78630092322633e+04	(6.00236105404225e+01dB,2.09912188756193e+00°)
4.89778819368441e+04	(6.00243152111582e+01dB,2.14771744006328e+00°)
5.01187233627267e+04	(6.00250528150604e+01dB,2.19742363231402e+00°)
5.12861383991359e+04	(6.00258248775915e+01dB,2.24826482464950e+00°)
5.24807460249767e+04	(6.00266329935523e+01dB,2.30026583830185e+00°)
5.37031796370247e+04	(6.00274788301034e+01dB,2.35345195899606e+00°)
5.49540873857618e+04	(6.00283641299121e+01dB,2.40784894003901e+00°)
5.62341325190342e+04	(6.00292907144123e+01dB,2.46348300399524e+00°)
5.75439937337150e+04	(6.00302604871990e+01dB,2.52038084531582e+00°)
5.88843655355582e+04	(6.00312754375554e+01dB,2.57856963181682e+00°)
6.02559586074351e+04	(6.00323376440943e+01dB,2.63807700444836e+00°)
6.16595001861475e+04	(6.00334492785549e+01dB,2.69893107820671e+00°)
6.30957344480186e+04	(6.00346126097421e+01dB,2.76116044178451e+00°)
6.45654229034648e+04	(6.00358300075707e+01dB,2.82479415462200e+00°)
6.60693448007588e+04	(6.00371039473081e+01dB,2.88986174606221e+00°)
6.76082975391974e+04	(6.00384370139187e+01dB,2.95639321135298e+00°)
6.91830970918928e+04	(6.00398319065838e+01dB,3.02441900768074e+00°)
7.07945784384129e+04	(6.00412914433590e+01dB,3.09397004829154e+00°)
7.24435960074981e+04	(6.00428185659932e+01dB,3.16507769673618e+00°)
7.41310241300909e+04	(6.00444163448864e+01dB,3.23777375797774e+00°)
7.58577575029175e+04	(6.00460879842255e+01dB,3.31209047023254e+00°)
7.76247116628682e+04	(6.00478368272564e+01dB,3.38806049379034e+00°)
7.94328234724272e+04	(6.00496663617018e+01dB,3.46571689858975e+00°)
8.12830516164089e+04	(6.00515802253526e+01dB,3.54509315043979e+00°)
8.31763771102661e+04	(6.00535822118054e+01dB,3.62622309569352e+00°)
8.51138038202366e+04	(6.00556762763302e+01dB,3.70914094309558e+00°)
8.70963589956070e+04	(6.00578665418916e+01dB,3.79388124372725e+00°)
8.91250938133735e+04	(6.00601573053189e+01dB,3.88047886995406e+00°)
9.12010839355898e+04	(6.00625530435867e+01dB,3.96896899035552e+00°)
9.33254300796980e+04	(6.00650584202394e+01dB,4.05938704316987e+00°)
9.54992586021424e+04	(6.00676782919185e+01dB,4.15176870716101e+00°)
9.77237220955799e+04	(6.00704177149995e+01dB,4.24614986882947e+00°)
9.99999999999987e+04	(6.00732819523163e+01dB,4.34256658743674e+00°)
1.02329299228074e+05	(6.00762764799822e+01dB,4.44105505666926e+00°)
1.04712854805089e+05	(6.00794069942351e+01dB,4.54165156247276e+00°)
1.07151930523759e+05	(6.00826794183862e+01dB,4.64439243893970e+00°)
1.09647819614317e+05	(6.00860999097177e+01dB,4.74931401772946e+00°)
1.12201845430195e+05	(6.00896748664413e+01dB,4.85645257619019e+00°)
1.14815362149687e+05	(6.00934109346016e+01dB,4.96584428048705e+00°)
1.17489755493951e+05	(6.00973150149385e+01dB,5.07752512409283e+00°)
1.20226443461740e+05	(6.01013942696092e+01dB,5.19153086134631e+00°)
1.23026877081237e+05	(6.01056561289031e+01dB,5.30789693886116e+00°)
1.25892541179415e+05	(6.01101082976278e+01dB,5.42665841762153e+00°)
1.28824955169312e+05	(6.01147587614426e+01dB,5.54784989486865e+00°)
1.31825673855639e+05	(6.01196157928461e+01dB,5.67150541698192e+00°)
1.34896288259164e+05	(6.01246879568702e+01dB,5.79765838861238e+00°)
1.38038426460287e+05	(6.01299841164372e+01dB,5.92634147614214e+00°)
1.41253754462274e+05	(6.01355134372652e+01dB,6.05758650450242e+00°)
1.44543977074591e+05	(6.01412853922920e+01dB,6.19142434884844e+00°)
1.47910838816819e+05	(6.01473097655261e+01dB,6.32788481931007e+00°)
1.51356124843619e+05	(6.01535966552965e+01dB,6.46699654091916e+00°)
1.54881661891246e+05	(6.01601564767063e+01dB,6.60878682503302e+00°)
1.58489319246109e+05	(6.01669999633408e+01dB,6.75328153620918e+00°)
1.62181009735891e+05	(6.01741381680811e+01dB,6.90050495268721e+00°)
1.65958690743754e+05	(6.01815824628053e+01dB,7.05047961773802e+00°)
1.69824365246172e+05	(6.01893445371503e+01dB,7.20322618892472e+00°)
1.73780082874935e+05	(6.01974363959037e+01dB,7.35876327747819e+00°)
1.77827941003890e+05	(6.02058703551232e+01dB,7.51710728216961e+00°)
1.81970085860996e+05	(6.02146590368349e+01dB,7.67827221915359e+00°)
1.86208713666284e+05	(6.02238153620614e+01dB,7.84226954338263e+00°)
1.90546071796322e+05	(6.02333525422282e+01dB,8.00910796692909e+00°)
1.94984459975802e+05	(6.02432840686442e+01dB,8.17879327026980e+00°)
1.99526231496885e+05	(6.02536237000051e+01dB,8.35132810989263e+00°)
2.04173794466950e+05	(6.02643854478566e+01dB,8.52671182329892e+00°)
2.08929613085401e+05	(6.02755835595936e+01dB,8.70494022697554e+00°)
2.13796208950220e+05	(6.02872324993244e+01dB,8.88600541765964e+00°)
2.18776162394952e+05	(6.02993469258372e+01dB,9.06989556504988e+00°)
2.23872113856831e+05	(6.03119416681800e+01dB,9.25659471055258e+00°)
2.29086765276774e+05	(6.03250316980830e+01dB,9.44608255926684e+00°)
2.34422881531989e+05	(6.03386320997990e+01dB,9.63833428318614e+00°)
2.39883291901946e+05	(6.03527580363948e+01dB,9.83332031670979e+00°)
2.45470891568500e+05	(6.03674247132358e+01dB,1.00310061666309e+01°)
2.51188643150955e+05	(6.03826473377977e+01dB,1.02313522205975e+01°)
2.57039578276883e+05	(6.03984410763854e+01dB,1.04343135693966e+01°)
2.63026799189535e+05	(6.04148210070188e+01dB,1.06398398349445e+01°)
2.69153480392688e+05	(6.04318020691781e+01dB,1.08478750149360e+01°)
2.75422870333813e+05	(6.04493990095594e+01dB,1.10583573366725e+01°)
2.81838293126441e+05	(6.04676263245845e+01dB,1.12712191324491e+01°)
2.88403150312657e+05	(6.04864981991666e+01dB,1.14863867304851e+01°)
2.95120922666634e+05	(6.05060284420495e+01dB,1.17037803696633e+01°)
3.01995172040197e+05	(6.05262304177287e+01dB,1.19233141380356e+01°)
3.09029543251355e+05	(6.05471169751122e+01dB,1.21448959387499e+01°)
3.16227766016833e+05	(6.05687003730475e+01dB,1.23684274843365e+01°)
3.23593656929624e+05	(6.05909922029667e+01dB,1.25938043264795e+01°)
3.31131121482586e+05	(6.06140033089912e+01dB,1.28209159186973e+01°)
3.38844156139198e+05	(6.06377437057450e+01dB,1.30496457208113e+01°)
3.46736850452527e+05	(6.06622224940412e+01dB,1.32798713383135e+01°)
3.54813389233570e+05	(6.06874477753399e+01dB,1.35114647130281e+01°)
3.63078054770096e+05	(6.07134265650064e+01dB,1.37442923535145e+01°)
3.71535229097167e+05	(6.07401647052006e+01dB,1.39782156186772e+01°)
3.80189396320556e+05	(6.07676667775969e+01dB,1.42130910463197e+01°)
3.89045144994275e+05	(6.07959360172183e+01dB,1.44487707399483e+01°)
3.98107170553492e+05	(6.08249742274131e+01dB,1.46851028049771e+01°)
4.07380277804107e+05	(6.08547816968777e+01dB,1.49219318389702e+01°)
4.16869383470329e+05	(6.08853571201119e+01dB,1.51590994826879e+01°)
4.26579518801586e+05	(6.09166975206762e+01dB,1.53964450147495e+01°)
4.36515832240160e+05	(6.09487981800356e+01dB,1.56338060153148e+01°)
4.46683592150957e+05	(6.09816525712620e+01dB,1.58710190745618e+01°)
4.57088189614868e+05	(6.10152522986999e+01dB,1.61079205511891e+01°)
4.67735141287191e+05	(6.10495870455354e+01dB,1.63443473908036e+01°)
4.78630092322631e+05	(6.10846445286783e+01dB,1.65801379787520e+01°)
4.89778819368439e+05	(6.11204104629941e+01dB,1.68151330496318e+01°)
5.01187233627265e+05	(6.11568685346869e+01dB,1.70491766235952e+01°)
5.12861383991357e+05	(6.11940003856648e+01dB,1.72821169890496e+01°)
5.24807460249765e+05	(6.12317856080479e+01dB,1.75138077001274e+01°)
5.37031796370245e+05	(6.12702017518748e+01dB,1.77441086161165e+01°)
5.49540873857616e+05	(6.13092243433994e+01dB,1.79728869370893e+01°)
5.62341325190341e+05	(6.13488269173495e+01dB,1.82000182630066e+01°)
5.75439937337148e+05	(6.13889810620743e+01dB,1.84253876513120e+01°)
5.88843655355580e+05	(6.14296564774553e+01dB,1.86488906630683e+01°)
6.02559586074349e+05	(6.14708210468006e+01dB,1.88704344013258e+01°)
6.16595001861473e+05	(6.15124409220754e+01dB,1.90899385215696e+01°)
6.30957344480184e+05	(6.15544806224420e+01dB,1.93073362142672e+01°)
6.45654229034646e+05	(6.15969031454182e+01dB,1.95225751435751e+01°)
6.60693448007586e+05	(6.16396700919321e+01dB,1.97356183436226e+01°)
6.76082975391972e+05	(6.16827418016179e+01dB,1.99464450491584e+01°)
6.91830970918926e+05	(6.17260775006369e+01dB,2.01550514644315e+01°)
7.07945784384127e+05	(6.17696354601603e+01dB,2.03614514634116e+01°)
7.24435960074979e+05	(6.18133731642090e+01dB,2.05656772056177e+01°)
7.41310241300906e+05	(6.18572474858572e+01dB,2.07677796640645e+01°)
7.58577575029172e+05	(6.19012148708812e+01dB,2.09678290582602e+01°)
7.76247116628680e+05	(6.19452315280233e+01dB,2.11659151942481e+01°)
7.94328234724269e+05	(6.19892536234487e+01dB,2.13621476949756e+01°)
8.12830516164087e+05	(6.20332374790972e+01dB,2.15566561242581e+01°)
8.31763771102658e+05	(6.20771397715014e+01dB,2.17495899952232e+01°)
8.51138038202363e+05	(6.21209177318217e+01dB,2.19411186663346e+01°)
8.70963589956067e+05	(6.21645293438351e+01dB,2.21314311219701e+01°)
8.91250938133732e+05	(6.22079335372516e+01dB,2.23207356275043e+01°)
9.12010839355896e+05	(6.22510903765647e+01dB,2.25092592708040e+01°)
9.33254300796977e+05	(6.22939612409423e+01dB,2.26972473865919e+01°)
9.54992586021421e+05	(6.23365089935371e+01dB,2.28849628574293e+01°)
9.77237220955795e+05	(6.23786981390663e+01dB,2.30726853137672e+01°)
1.00000000000000e+06	(6.24204949635704e+01dB,2.32607102210800e+01°)
