Freq.	(V(V)/V(I))*-1000
2.67916832481912e+02	(-6.12534232679854e+01dB,6.84394747579213e+01°)
2.70395836410894e+02	(-6.11862861081326e+01dB,6.86138747245950e+01°)
2.72897778280813e+02	(-6.11189518805575e+01dB,6.87872533633386e+01°)
2.75422870333826e+02	(-6.10514232540782e+01dB,6.89596110176638e+01°)
2.77971326775938e+02	(-6.09837026044737e+01dB,6.91309446288682e+01°)
2.80543363795181e+02	(-6.09157922933503e+01dB,6.93012504737378e+01°)
2.83139199579948e+02	(-6.08476947526045e+01dB,6.94705270809316e+01°)
2.85759054337505e+02	(-6.07794124264751e+01dB,6.96387734606083e+01°)
2.88403150312671e+02	(-6.07109476987020e+01dB,6.98059880627051e+01°)
2.91071711806671e+02	(-6.06423027892657e+01dB,6.99721671485272e+01°)
2.93764965196163e+02	(-6.05734801662685e+01dB,7.01373117395632e+01°)
2.96483138952445e+02	(-6.05044820171325e+01dB,7.03014181872654e+01°)
2.99226463660829e+02	(-6.04353108425475e+01dB,7.04644890112254e+01°)
3.01995172040212e+02	(-6.03659688897100e+01dB,7.06265223942394e+01°)
3.04789498962809e+02	(-6.02964582319173e+01dB,7.07875148729160e+01°)
3.07609681474082e+02	(-6.02267813281251e+01dB,7.09474693431386e+01°)
3.10455958812847e+02	(-6.01569404286218e+01dB,7.11063860016732e+01°)
3.13328572431570e+02	(-6.00869375887907e+01dB,7.12642621737828e+01°)
3.16227766016849e+02	(-6.00167751919130e+01dB,7.14211010495754e+01°)
3.19153785510088e+02	(-5.99464553740315e+01dB,7.15769022847398e+01°)
3.22106879128355e+02	(-5.98759802873005e+01dB,7.17316659784674e+01°)
3.25087297385446e+02	(-5.98053520688112e+01dB,7.18853932267385e+01°)
3.28095293113131e+02	(-5.97345728537194e+01dB,7.20380846905222e+01°)
3.31131121482603e+02	(-5.96636448054605e+01dB,7.21897425622509e+01°)
3.34195040026126e+02	(-5.95925699456763e+01dB,7.23403668342782e+01°)
3.37287308658881e+02	(-5.95213503080294e+01dB,7.24899583651455e+01°)
3.40408189701013e+02	(-5.94499880971865e+01dB,7.26385214692683e+01°)
3.43557947899887e+02	(-5.93784853062943e+01dB,7.27860570612973e+01°)
3.46736850452544e+02	(-5.93068439181162e+01dB,7.29325664579589e+01°)
3.49945167028370e+02	(-5.92350658761725e+01dB,7.30780511475066e+01°)
3.53183169791970e+02	(-5.91631532127274e+01dB,7.32225139333905e+01°)
3.56451133426257e+02	(-5.90911079212198e+01dB,7.33659581903608e+01°)
3.59749335155756e+02	(-5.90189318260210e+01dB,7.35083839538232e+01°)
3.63078054770115e+02	(-5.89466269260271e+01dB,7.36497958279951e+01°)
3.66437574647847e+02	(-5.88741950828372e+01dB,7.37901959230432e+01°)
3.69828179780280e+02	(-5.88016382100655e+01dB,7.39295874426251e+01°)
3.73250157795734e+02	(-5.87289581249031e+01dB,7.40679729830532e+01°)
3.76703798983923e+02	(-5.86561565916922e+01dB,7.42053541066486e+01°)
3.80189396320575e+02	(-5.85832355805977e+01dB,7.43417371458515e+01°)
3.83707245492293e+02	(-5.85101968322181e+01dB,7.44771243586172e+01°)
3.87257644921632e+02	(-5.84370420003333e+01dB,7.46115167397417e+01°)
3.90840895792417e+02	(-5.83637729566054e+01dB,7.47449201868485e+01°)
3.94457302075293e+02	(-5.82903913745755e+01dB,7.48773370450491e+01°)
3.98107170553512e+02	(-5.82168990303723e+01dB,7.50087726042277e+01°)
4.01790810848955e+02	(-5.81432975728427e+01dB,7.51392296396229e+01°)
4.05508535448399e+02	(-5.80695886387302e+01dB,7.52687112946706e+01°)
4.09260659730027e+02	(-5.79957739341613e+01dB,7.53972223392188e+01°)
4.13047501990177e+02	(-5.79218550436513e+01dB,7.55247663936618e+01°)
4.16869383470351e+02	(-5.78478335602155e+01dB,7.56513467793225e+01°)
4.20726628384460e+02	(-5.77737111496046e+01dB,7.57769696031961e+01°)
4.24619563946329e+02	(-5.76994893607534e+01dB,7.59016384134788e+01°)
4.28548520397456e+02	(-5.76251696663901e+01dB,7.60253560106334e+01°)
4.32513831035025e+02	(-5.75507537410859e+01dB,7.61481298087048e+01°)
4.36515832240183e+02	(-5.74762429129776e+01dB,7.62699602635134e+01°)
4.40554863506570e+02	(-5.74016387655805e+01dB,7.63908537200659e+01°)
4.44631267469126e+02	(-5.73269428309251e+01dB,7.65108164321397e+01°)
4.48745389933150e+02	(-5.72521564734273e+01dB,7.66298507740007e+01°)
4.52897579903639e+02	(-5.71772811307014e+01dB,7.67479614155539e+01°)
4.57088189614893e+02	(-5.71023182915936e+01dB,7.68651553512454e+01°)
4.61317574560398e+02	(-5.70272692717076e+01dB,7.69814349139038e+01°)
4.65586093522977e+02	(-5.69521354601018e+01dB,7.70968054007845e+01°)
4.69894108605234e+02	(-5.68769182149472e+01dB,7.72112717553129e+01°)
4.74241985260264e+02	(-5.68016189328867e+01dB,7.73248401035181e+01°)
4.78630092322657e+02	(-5.67262388546986e+01dB,7.74375135557625e+01°)
4.83058802039792e+02	(-5.66507793153405e+01dB,7.75492977029661e+01°)
4.87528490103406e+02	(-5.65752416052425e+01dB,7.76601979683757e+01°)
4.92039535681471e+02	(-5.64996269872170e+01dB,7.77702191013207e+01°)
4.96592321450356e+02	(-5.64239367099319e+01dB,7.78793662722508e+01°)
5.01187233627293e+02	(-5.63481720129446e+01dB,7.79876446651213e+01°)
5.05824662003135e+02	(-5.62723340613408e+01dB,7.80950582277791e+01°)
5.10504999975427e+02	(-5.61964241429458e+01dB,7.82016146608919e+01°)
5.15228644581777e+02	(-5.61204433342242e+01dB,7.83073161839328e+01°)
5.19995996533537e+02	(-5.60443928590028e+01dB,7.84121697788836e+01°)
5.24807460249794e+02	(-5.59682738472791e+01dB,7.85161802522370e+01°)
5.29663443891680e+02	(-5.58920874137430e+01dB,7.86193524033704e+01°)
5.34564359396994e+02	(-5.58158347356132e+01dB,7.87216931715132e+01°)
5.39510622515150e+02	(-5.57395168096726e+01dB,7.88232053552935e+01°)
5.44502652842444e+02	(-5.56631347753566e+01dB,7.89238958368476e+01°)
5.49540873857647e+02	(-5.55866896929985e+01dB,7.90237695760284e+01°)
5.54625712957934e+02	(-5.55101825786467e+01dB,7.91228312592346e+01°)
5.59757601495133e+02	(-5.54336145310212e+01dB,7.92210880635587e+01°)
5.64936974812326e+02	(-5.53569864873040e+01dB,7.93185428242076e+01°)
5.70164272280771e+02	(-5.52802994926723e+01dB,7.94152024958509e+01°)
5.75439937337181e+02	(-5.52035544999460e+01dB,7.95110709820681e+01°)
5.80764417521336e+02	(-5.51267525348146e+01dB,7.96061556934722e+01°)
5.86138164514053e+02	(-5.50498945301517e+01dB,7.97004609379394e+01°)
5.91561634175499e+02	(-5.49729813989701e+01dB,7.97939913484147e+01°)
5.97035286583862e+02	(-5.48960140961343e+01dB,7.98867531416834e+01°)
6.02559586074383e+02	(-5.48189935165905e+01dB,7.99787507524963e+01°)
6.08135001278744e+02	(-5.47419205991108e+01dB,8.00699913505058e+01°)
6.13762005164820e+02	(-5.46647961960739e+01dB,8.01604789045344e+01°)
6.19441075076808e+02	(-5.45876211913571e+01dB,8.02502191153991e+01°)
6.25172692775712e+02	(-5.45103964174575e+01dB,8.03392166177306e+01°)
6.30957344480220e+02	(-5.44331227435473e+01dB,8.04274774978217e+01°)
6.36795520907943e+02	(-5.43558010055493e+01dB,8.05150072311960e+01°)
6.42687717317047e+02	(-5.42784320117558e+01dB,8.06018108779635e+01°)
6.48634433548266e+02	(-5.42010165389149e+01dB,8.06878926572230e+01°)
6.54636174067303e+02	(-5.41235554360054e+01dB,8.07732599857909e+01°)
6.60693448007625e+02	(-5.40460494376911e+01dB,8.08579163591407e+01°)
6.66806769213651e+02	(-5.39684993380102e+01dB,8.09418682675958e+01°)
6.72976656284347e+02	(-5.38909058697253e+01dB,8.10251198784092e+01°)
6.79203632617214e+02	(-5.38132698089234e+01dB,8.11076777830418e+01°)
6.85488226452691e+02	(-5.37355918454087e+01dB,8.11895458078878e+01°)
6.91830970918967e+02	(-5.36578727415906e+01dB,8.12707306939377e+01°)
6.98232404077202e+02	(-5.35801131687518e+01dB,8.13512361527126e+01°)
7.04693068967178e+02	(-5.35023138384408e+01dB,8.14310680763959e+01°)
7.11213513653360e+02	(-5.34244754374847e+01dB,8.15102316996454e+01°)
7.17794291271393e+02	(-5.33465986395270e+01dB,8.15887323614934e+01°)
7.24435960075022e+02	(-5.32686840998387e+01dB,8.16665744820882e+01°)
7.31139083483450e+02	(-5.31907325032061e+01dB,8.17437647957430e+01°)
7.37904230129134e+02	(-5.31127444284239e+01dB,8.18203058300829e+01°)
7.44731973906022e+02	(-5.30347205705863e+01dB,8.18962052988190e+01°)
7.51622894018239e+02	(-5.29566615134045e+01dB,8.19714666642341e+01°)
7.58577575029218e+02	(-5.28785678841736e+01dB,8.20460958352351e+01°)
7.65596606911291e+02	(-5.28004402699597e+01dB,8.21200972393027e+01°)
7.72680585095737e+02	(-5.27222792803355e+01dB,8.21934765754379e+01°)
7.79830110523294e+02	(-5.26440854566942e+01dB,8.22662372691203e+01°)
7.87045789695134e+02	(-5.25658594385972e+01dB,8.23383873201835e+01°)
7.94328234724317e+02	(-5.24876017256992e+01dB,8.24099288063934e+01°)
8.01678063387715e+02	(-5.24093128822565e+01dB,8.24808672639724e+01°)
8.09095899178419e+02	(-5.23309934781547e+01dB,8.25512089054518e+01°)
8.16582371358629e+02	(-5.22526440308652e+01dB,8.26209576539534e+01°)
8.24138115013040e+02	(-5.21742650614762e+01dB,8.26901183859237e+01°)
8.31763771102709e+02	(-5.20958570931318e+01dB,8.27586962106047e+01°)
8.39459986519436e+02	(-5.20174206273229e+01dB,8.28266955775124e+01°)
8.47227414140635e+02	(-5.19389561770262e+01dB,8.28941220108842e+01°)
8.55066712884723e+02	(-5.18604642221694e+01dB,8.29609798401703e+01°)
8.62978547767010e+02	(-5.17819452420041e+01dB,8.30272735020621e+01°)
8.70963589956121e+02	(-5.17033997142507e+01dB,8.30930079208165e+01°)
8.79022516830925e+02	(-5.16248281140574e+01dB,8.31581882842693e+01°)
8.87156012038002e+02	(-5.15462308908764e+01dB,8.32228188598233e+01°)
8.95364765549635e+02	(-5.14676084992603e+01dB,8.32869045408261e+01°)
9.03649473722343e+02	(-5.13889613766960e+01dB,8.33504494944325e+01°)
9.12010839355952e+02	(-5.13102899738280e+01dB,8.34134592113089e+01°)
9.20449571753214e+02	(-5.12315946983612e+01dB,8.34759371099729e+01°)
9.28966386779980e+02	(-5.11528759869963e+01dB,8.35378888657849e+01°)
9.37562006925924e+02	(-5.10741342472079e+01dB,8.35993183714785e+01°)
9.46237161365837e+02	(-5.09953698837046e+01dB,8.36602302018304e+01°)
9.54992586021481e+02	(-5.09165833018080e+01dB,8.37206291298478e+01°)
9.63829023624016e+02	(-5.08377748914319e+01dB,8.37805193044142e+01°)
9.72747223777011e+02	(-5.07589450372662e+01dB,8.38399052195113e+01°)
9.81747943020031e+02	(-5.06800941272546e+01dB,8.38987918599296e+01°)
9.90831944892815e+02	(-5.06012225170471e+01dB,8.39571824505365e+01°)
1.00000000000005e+03	(-5.05223305858812e+01dB,8.40150821345203e+01°)
1.00925288607673e+03	(-5.04434187029669e+01dB,8.40724956964642e+01°)
1.01859138805417e+03	(-5.03644872018468e+01dB,8.41294263653601e+01°)
1.02801629812652e+03	(-5.02855364427851e+01dB,8.41858791163833e+01°)
1.03752841581806e+03	(-5.02065667609500e+01dB,8.42418577330573e+01°)
1.04712854805095e+03	(-5.01275784995614e+01dB,8.42973670017258e+01°)
1.05681750921371e+03	(-5.00485719832030e+01dB,8.43524106466253e+01°)
1.06659612123031e+03	(-4.99695475403443e+01dB,8.44069931757573e+01°)
1.07646521362989e+03	(-4.98905054864355e+01dB,8.44611184203087e+01°)
1.08642562361712e+03	(-4.98114461328655e+01dB,8.45147906520890e+01°)
1.09647819614324e+03	(-4.97323698032135e+01dB,8.45680147605904e+01°)
1.10662378397772e+03	(-4.96532767759773e+01dB,8.46207932813144e+01°)
1.11686324778062e+03	(-4.95741673599925e+01dB,8.46731309983872e+01°)
1.12719745617557e+03	(-4.94950418539705e+01dB,8.47250324488082e+01°)
1.13762728582349e+03	(-4.94159005334417e+01dB,8.47765008618876e+01°)
1.14815362149694e+03	(-4.93367436864120e+01dB,8.48275406217875e+01°)
1.15877735615518e+03	(-4.92575715883061e+01dB,8.48781555481406e+01°)
1.16949939101993e+03	(-4.91783845123150e+01dB,8.49283496096468e+01°)
1.18032063565179e+03	(-4.90991827236192e+01dB,8.49781265398137e+01°)
1.19124200802743e+03	(-4.90199664875159e+01dB,8.50274904967678e+01°)
1.20226443461747e+03	(-4.89407360564885e+01dB,8.50764448454378e+01°)
1.21338885046504e+03	(-4.88614916933492e+01dB,8.51249940510703e+01°)
1.22461619926511e+03	(-4.87822336407726e+01dB,8.51731414703133e+01°)
1.23594743344457e+03	(-4.87029621470268e+01dB,8.52208911110145e+01°)
1.24738351424301e+03	(-4.86236774485964e+01dB,8.52682464949679e+01°)
1.25892541179423e+03	(-4.85443797806910e+01dB,8.53152111657840e+01°)
1.27057410520861e+03	(-4.84650693790187e+01dB,8.53617891653477e+01°)
1.28233058265609e+03	(-4.83857464688764e+01dB,8.54079839808578e+01°)
1.29419584145005e+03	(-4.83064112721511e+01dB,8.54537989910068e+01°)
1.30617088813191e+03	(-4.82270640160465e+01dB,8.54992385589607e+01°)
1.31825673855647e+03	(-4.81477049200160e+01dB,8.55443062618665e+01°)
1.33045441797816e+03	(-4.80683341806649e+01dB,8.55890047515024e+01°)
1.34276496113793e+03	(-4.79889520164591e+01dB,8.56333381517958e+01°)
1.35518941235110e+03	(-4.79095586263797e+01dB,8.56773096229774e+01°)
1.36772882559592e+03	(-4.78301542182619e+01dB,8.57209231112319e+01°)
1.38038426460296e+03	(-4.77507389874511e+01dB,8.57641820819984e+01°)
1.39315680294537e+03	(-4.76713131263368e+01dB,8.58070896583717e+01°)
1.40604752412999e+03	(-4.75918768284732e+01dB,8.58496496395174e+01°)
1.41905752168916e+03	(-4.75124302744727e+01dB,8.58918647997503e+01°)
1.43218789927362e+03	(-4.74329736566302e+01dB,8.59337392166907e+01°)
1.44543977074600e+03	(-4.73535071498253e+01dB,8.59752758308174e+01°)
1.45881426027542e+03	(-4.72740309283342e+01dB,8.60164776272401e+01°)
1.47231250243279e+03	(-4.71945451777124e+01dB,8.60573489280846e+01°)
1.48593564228708e+03	(-4.71150500620437e+01dB,8.60978924384493e+01°)
1.49968483550245e+03	(-4.70355457444486e+01dB,8.61381109137907e+01°)
1.51356124843629e+03	(-4.69560324009720e+01dB,8.61780086270042e+01°)
1.52756605823815e+03	(-4.68765101859228e+01dB,8.62175881070541e+01°)
1.54170045294964e+03	(-4.67969792599162e+01dB,8.62568525824366e+01°)
1.55596563160516e+03	(-4.67174397783869e+01dB,8.62958053186401e+01°)
1.57036280433363e+03	(-4.66378918999715e+01dB,8.63344497209162e+01°)
1.58489319246120e+03	(-4.65583357700650e+01dB,8.63727885506733e+01°)
1.59955802861475e+03	(-4.64787715382754e+01dB,8.64108250154022e+01°)
1.61435855682657e+03	(-4.63991993509602e+01dB,8.64485622666346e+01°)
1.62929603263981e+03	(-4.63196193510028e+01dB,8.64860033974872e+01°)
1.64437172321502e+03	(-4.62400316726427e+01dB,8.65231508556506e+01°)
1.65958690743765e+03	(-4.61604364652965e+01dB,8.65600089115579e+01°)
1.67494287602653e+03	(-4.60808338562597e+01dB,8.65965795816772e+01°)
1.69044093164335e+03	(-4.60012239761101e+01dB,8.66328657145168e+01°)
1.70608238900321e+03	(-4.59216069644417e+01dB,8.66688712705217e+01°)
1.72186857498610e+03	(-4.58419829394720e+01dB,8.67045980182054e+01°)
1.73780082874947e+03	(-4.57623520320867e+01dB,8.67400495555992e+01°)
1.75388050184185e+03	(-4.56827143638927e+01dB,8.67752285168918e+01°)
1.77010895831752e+03	(-4.56030700585453e+01dB,8.68101379986093e+01°)
1.78648757485215e+03	(-4.55234192318361e+01dB,8.68447805467042e+01°)
1.80301774085967e+03	(-4.54437620058048e+01dB,8.68791595268738e+01°)
1.81970085861008e+03	(-4.53640984883966e+01dB,8.69132770252528e+01°)
1.83653834334845e+03	(-4.52844287971121e+01dB,8.69471363989280e+01°)
1.85353162341491e+03	(-4.52047530405394e+01dB,8.69807401062353e+01°)
1.87068214036590e+03	(-4.51250713317327e+01dB,8.70140914944046e+01°)
1.88799134909640e+03	(-4.50453837708976e+01dB,8.70471924743356e+01°)
1.90546071796335e+03	(-4.49656904668879e+01dB,8.70800463213731e+01°)
1.92309172891026e+03	(-4.48859915201139e+01dB,8.71126553844426e+01°)
1.94088587759288e+03	(-4.48062870321605e+01dB,8.71450224627139e+01°)
1.95884467350610e+03	(-4.47265771048864e+01dB,8.71771505219501e+01°)
1.97696964011197e+03	(-4.46468618324647e+01dB,8.72090418697329e+01°)
1.99526231496899e+03	(-4.45671413113971e+01dB,8.72406992179171e+01°)
2.01372424986250e+03	(-4.44874156355667e+01dB,8.72721251436854e+01°)
2.03235701093633e+03	(-4.44076848972024e+01dB,8.73033222859217e+01°)
2.05116217882568e+03	(-4.43279491873411e+01dB,8.73342933516084e+01°)
2.07014134879116e+03	(-4.42482085933461e+01dB,8.73650406370876e+01°)
2.08929613085415e+03	(-4.41684632034803e+01dB,8.73955669009178e+01°)
2.10862814993341e+03	(-4.40887131008918e+01dB,8.74258743081827e+01°)
2.12813904598283e+03	(-4.40089583736857e+01dB,8.74559658844863e+01°)
2.14783047413065e+03	(-4.39291991015304e+01dB,8.74858438027599e+01°)
2.16770410481982e+03	(-4.38494353648924e+01dB,8.75155104824361e+01°)
2.18776162394967e+03	(-4.37696672465805e+01dB,8.75449687919495e+01°)
2.20800473301902e+03	(-4.36898948207242e+01dB,8.75742207196752e+01°)
2.22843514927043e+03	(-4.36101181647381e+01dB,8.76032686975424e+01°)
2.24905460583591e+03	(-4.35303373562197e+01dB,8.76321156112311e+01°)
2.26986485188395e+03	(-4.34505524660965e+01dB,8.76607633691851e+01°)
2.29086765276790e+03	(-4.33707635675081e+01dB,8.76892144462059e+01°)
2.31206479017572e+03	(-4.32909707329998e+01dB,8.77174714924686e+01°)
2.33345806228113e+03	(-4.32111740286321e+01dB,8.77455362607423e+01°)
2.35504928389614e+03	(-4.31313735272154e+01dB,8.77734117841744e+01°)
2.37684028662501e+03	(-4.30515692941780e+01dB,8.78011000988525e+01°)
2.39883291901963e+03	(-4.29717613947147e+01dB,8.78286033567247e+01°)
2.42102904673632e+03	(-4.28919498939771e+01dB,8.78559240108707e+01°)
2.44343055269411e+03	(-4.28121348549634e+01dB,8.78830641803861e+01°)
2.46603933723448e+03	(-4.27323163412112e+01dB,8.79100263312732e+01°)
2.48885731828253e+03	(-4.26524944139533e+01dB,8.79368127889714e+01°)
2.51188643150972e+03	(-4.25726691313087e+01dB,8.79634253705611e+01°)
2.53512863049805e+03	(-4.24928405525324e+01dB,8.79898664058384e+01°)
2.55858588690579e+03	(-4.24130087366004e+01dB,8.80161383799836e+01°)
2.58226019063474e+03	(-4.23331737412209e+01dB,8.80422435596383e+01°)
2.60615354999905e+03	(-4.22533356195542e+01dB,8.80681837162945e+01°)
2.63026799189553e+03	(-4.21734944270103e+01dB,8.80939611828215e+01°)
2.65460556197569e+03	(-4.20936502173762e+01dB,8.81195781276960e+01°)
2.67916832481919e+03	(-4.20138030430759e+01dB,8.81450367509609e+01°)
2.70395836410900e+03	(-4.19339529560285e+01dB,8.81703391539641e+01°)
2.72897778280820e+03	(-4.18541000067448e+01dB,8.81954875163860e+01°)
2.75422870333833e+03	(-4.17742442430272e+01dB,8.82204835493886e+01°)
2.77971326775945e+03	(-4.16943857166104e+01dB,8.82453299608073e+01°)
2.80543363795188e+03	(-4.16145244729400e+01dB,8.82700283321520e+01°)
2.83139199579954e+03	(-4.15346605596618e+01dB,8.82945809917721e+01°)
2.85759054337511e+03	(-4.14547940232503e+01dB,8.83189899752438e+01°)
2.88403150312677e+03	(-4.13749249067342e+01dB,8.83432570638520e+01°)
2.91071711806678e+03	(-4.12950532569255e+01dB,8.83673847520642e+01°)
2.93764965196170e+03	(-4.12151791153161e+01dB,8.83913747445550e+01°)
2.96483138952452e+03	(-4.11353025251938e+01dB,8.84152290478917e+01°)
2.99226463660836e+03	(-4.10554235279072e+01dB,8.84389497877259e+01°)
3.01995172040219e+03	(-4.09755421646487e+01dB,8.84625389514615e+01°)
3.04789498962816e+03	(-4.08956584744514e+01dB,8.84859982777446e+01°)
3.07609681474089e+03	(-4.08157724979635e+01dB,8.85093300936124e+01°)
3.10455958812854e+03	(-4.07358842727690e+01dB,8.85325360523996e+01°)
3.13328572431577e+03	(-4.06559938373130e+01dB,8.85556183436292e+01°)
3.16227766016857e+03	(-4.05761012280460e+01dB,8.85785787329598e+01°)
3.19153785510095e+03	(-4.04962064821606e+01dB,8.86014194463095e+01°)
3.22106879128363e+03	(-4.04163096333993e+01dB,8.86241418505418e+01°)
3.25087297385454e+03	(-4.03364107184637e+01dB,8.86467483927004e+01°)
3.28095293113139e+03	(-4.02565097706452e+01dB,8.86692407240869e+01°)
3.31131121482611e+03	(-4.01766068231995e+01dB,8.86916206555502e+01°)
3.34195040026134e+03	(-4.00967019098021e+01dB,8.87138903980292e+01°)
3.37287308658889e+03	(-4.00167950613282e+01dB,8.87360513320565e+01°)
3.40408189701021e+03	(-3.99368863107317e+01dB,8.87581058408121e+01°)
3.43557947899895e+03	(-3.98569756876730e+01dB,8.87800553979494e+01°)
3.46736850452553e+03	(-3.97770632230887e+01dB,8.88019021228930e+01°)
3.49945167028378e+03	(-3.96971489458782e+01dB,8.88236475553007e+01°)
3.53183169791978e+03	(-3.96172328857408e+01dB,8.88452938405018e+01°)
3.56451133426266e+03	(-3.95373150704964e+01dB,8.88668425664603e+01°)
3.59749335155764e+03	(-3.94573955283601e+01dB,8.88882957145189e+01°)
3.63078054770123e+03	(-3.93774742864375e+01dB,8.89096549589208e+01°)
3.66437574647856e+03	(-3.92975513707543e+01dB,8.89309220782774e+01°)
3.69828179780289e+03	(-3.92176268083011e+01dB,8.89520990234814e+01°)
3.73250157795743e+03	(-3.91377006242774e+01dB,8.89731875332346e+01°)
3.76703798983932e+03	(-3.90577728433666e+01dB,8.89941892804187e+01°)
3.80189396320584e+03	(-3.89778434900397e+01dB,8.90151060831726e+01°)
3.83707245492302e+03	(-3.88979125885418e+01dB,8.90359397452119e+01°)
3.87257644921641e+03	(-3.88179801619464e+01dB,8.90566920655804e+01°)
3.90840895792426e+03	(-3.87380462330662e+01dB,8.90773645993040e+01°)
3.94457302075303e+03	(-3.86581108246371e+01dB,8.90979593406835e+01°)
3.98107170553522e+03	(-3.85781739581801e+01dB,8.91184778829056e+01°)
4.01790810848965e+03	(-3.84982356549170e+01dB,8.91389218794495e+01°)
4.05508535448409e+03	(-3.84182959360280e+01dB,8.91592931975133e+01°)
4.09260659730036e+03	(-3.83383548220266e+01dB,8.91795936371427e+01°)
4.13047501990187e+03	(-3.82584123322708e+01dB,8.91998245493375e+01°)
4.16869383470361e+03	(-3.81784684867649e+01dB,8.92199880545851e+01°)
4.20726628384470e+03	(-3.80985233043469e+01dB,8.92400856331259e+01°)
4.24619563946339e+03	(-3.80185768033815e+01dB,8.92601189932937e+01°)
4.28548520397466e+03	(-3.79386290023383e+01dB,8.92800899148070e+01°)
4.32513831035036e+03	(-3.78586799183842e+01dB,8.93000000513555e+01°)
4.36515832240193e+03	(-3.77787295690885e+01dB,8.93198509192327e+01°)
4.40554863506581e+03	(-3.76987779713440e+01dB,8.93396445233537e+01°)
4.44631267469137e+03	(-3.76188251413291e+01dB,8.93593823221423e+01°)
4.48745389933160e+03	(-3.75388710951538e+01dB,8.93790659428802e+01°)
4.52897579903649e+03	(-3.74589158481054e+01dB,8.93986971092947e+01°)
4.57088189614904e+03	(-3.73789594155196e+01dB,8.94182774792371e+01°)
4.61317574560409e+03	(-3.72990018122385e+01dB,8.94378088222714e+01°)
4.65586093522988e+03	(-3.72190430523815e+01dB,8.94572926719709e+01°)
4.69894108605245e+03	(-3.71390831500585e+01dB,8.94767305473448e+01°)
4.74241985260275e+03	(-3.70591221188441e+01dB,8.94961243375150e+01°)
4.78630092322669e+03	(-3.69791599718678e+01dB,8.95154755698754e+01°)
4.83058802039804e+03	(-3.68991967218509e+01dB,8.95347857889372e+01°)
4.87528490103417e+03	(-3.68192323815662e+01dB,8.95540567473571e+01°)
4.92039535681482e+03	(-3.67392669628126e+01dB,8.95732902040131e+01°)
4.96592321450368e+03	(-3.66593004773068e+01dB,8.95924874995289e+01°)
5.01187233627304e+03	(-3.65793329364705e+01dB,8.96116503701132e+01°)
5.05824662003147e+03	(-3.64993643512565e+01dB,8.96307804687811e+01°)
5.10504999975439e+03	(-3.64193947322339e+01dB,8.96498794526794e+01°)
5.15228644581790e+03	(-3.63394240898832e+01dB,8.96689488734389e+01°)
5.19995996533549e+03	(-3.62594524339012e+01dB,8.96879902407943e+01°)
5.24807460249806e+03	(-3.61794797740432e+01dB,8.97070053778201e+01°)
5.29663443891692e+03	(-3.60995061195570e+01dB,8.97259957460747e+01°)
5.34564359397006e+03	(-3.60195314793768e+01dB,8.97449629905655e+01°)
5.39510622515163e+03	(-3.59395558618811e+01dB,8.97639087798756e+01°)
5.44502652842457e+03	(-3.58595792754600e+01dB,8.97828347258620e+01°)
5.49540873857660e+03	(-3.57796017282482e+01dB,8.98017422664431e+01°)
5.54625712957947e+03	(-3.56996232276632e+01dB,8.98206329814141e+01°)
5.59757601495147e+03	(-3.56196437809735e+01dB,8.98395087320999e+01°)
5.64936974812339e+03	(-3.55396633950033e+01dB,8.98583709486238e+01°)
5.70164272280785e+03	(-3.54596820764632e+01dB,8.98772213261250e+01°)
5.75439937337195e+03	(-3.53796998319159e+01dB,8.98960612897372e+01°)
5.80764417521350e+03	(-3.52997166670381e+01dB,8.99148925947115e+01°)
5.86138164514067e+03	(-3.52197325878301e+01dB,8.99337166501624e+01°)
5.91561634175513e+03	(-3.51397475996406e+01dB,8.99525352275441e+01°)
5.97035286583876e+03	(-3.50597617070501e+01dB,8.99713499434754e+01°)
6.02559586074398e+03	(-3.49797749154955e+01dB,8.99901622380981e+01°)
6.08135001278758e+03	(-3.48997872291588e+01dB,9.00089737485626e+01°)
6.13762005164835e+03	(-3.48197986520676e+01dB,9.00277861359905e+01°)
6.19441075076822e+03	(-3.47398091883429e+01dB,9.00466009480753e+01°)
6.25172692775727e+03	(-3.46598188415772e+01dB,9.00654197144044e+01°)
6.30957344480235e+03	(-3.45798276147730e+01dB,9.00842441435352e+01°)
6.36795520907958e+03	(-3.44998355111917e+01dB,9.01030756644954e+01°)
6.42687717317062e+03	(-3.44198425330210e+01dB,9.01219161310555e+01°)
6.48634433548282e+03	(-3.43398486832614e+01dB,9.01407668818158e+01°)
6.54636174067319e+03	(-3.42598539633902e+01dB,9.01596297003602e+01°)
6.60693448007640e+03	(-3.41798583756073e+01dB,9.01785060743403e+01°)
6.66806769213667e+03	(-3.40998619214694e+01dB,9.01973975791753e+01°)
6.72976656284363e+03	(-3.40198646017284e+01dB,9.02163059478725e+01°)
6.79203632617230e+03	(-3.39398664174270e+01dB,9.02352327739727e+01°)
6.85488226452708e+03	(-3.38598673694368e+01dB,9.02541794269165e+01°)
6.91830970918983e+03	(-3.37798674577183e+01dB,9.02731477698484e+01°)
6.98232404077219e+03	(-3.36998666827467e+01dB,9.02921392831940e+01°)
7.04693068967195e+03	(-3.36198650440230e+01dB,9.03111555367261e+01°)
7.11213513653377e+03	(-3.35398625408530e+01dB,9.03301982511345e+01°)
7.17794291271410e+03	(-3.34598591723651e+01dB,9.03492690460348e+01°)
